Name,Age,Occupation,Annual Income (INR),Credit Score (300-850),Lender,Loan Purpose,Approved Loan Amount (INR),Months of Payment,Interest Rate (%),Monthly EMI (INR),DTI Ratio,Loan Status (Pass/Rejected)
Person 8417,22,University Student,37700,557,Axis Bank,Wedding Expenses,0,24,35.0,0,0.0,Rejected
Person 8418,31,Freelance Designer,1271240,632,Axis Bank,Home Renovation,960106,60,16.18,23440,0.221,Rejected
Person 8419,22,University Student,72335,614,Kotak Mahindra Bank,Wedding Expenses,376888,24,18.91,18982,3.149,Rejected
Person 8420,33,Software Engineer,1900438,553,Axis Bank,Debt Consolidation,0,48,27.26,0,0.0,Rejected
Person 8421,23,Freelance Designer,1187787,602,HDFC Bank,Home Renovation,587002,48,13.9,16011,0.162,Rejected
Person 8422,23,Retail Manager,1357937,547,HDFC Bank,Medical Emergency,0,12,24.13,0,0.0,Rejected
Person 8423,35,Doctor,373232,539,ICICI Bank,Debt Consolidation,0,48,35.0,0,0.0,Rejected
Person 8424,34,Software Engineer,1035153,656,ICICI Bank,Debt Consolidation,450410,48,17.44,13099,0.152,Rejected
Person 8425,42,Software Engineer,3654109,631,ICICI Bank,Debt Consolidation,1322668,72,21.13,32554,0.107,Rejected
Person 8426,33,Retail Manager,1964167,653,HDFC Bank,Medical Emergency,568621,24,20.99,29216,0.178,Rejected
Person 8427,28,Software Engineer,674165,644,Bajaj Finserv,Debt Consolidation,458249,48,26.3,15528,0.276,Rejected
Person 8428,61,CEO,46388384,537,Bajaj Finserv,Travel/Vacation,0,12,26.26,0,0.0,Rejected
Person 8429,36,Retail Manager,2229493,670,ICICI Bank,Medical Emergency,667731,24,10.85,31075,0.167,Rejected
Person 8430,30,Software Engineer,761516,579,ICICI Bank,Debt Consolidation,0,48,35.0,0,0.0,Rejected
Person 8431,40,Software Engineer,2851381,665,HDFC Bank,Debt Consolidation,1201393,72,18.34,27633,0.116,Rejected
Person 8432,38,Freelance Designer,1365634,591,Kotak Mahindra Bank,Home Renovation,625024,48,19.91,18990,0.167,Rejected
Person 8433,27,Software Engineer,2370613,621,Axis Bank,Debt Consolidation,402296,48,16.64,11533,0.058,Rejected
Person 8434,19,University Student,79352,624,State Bank of India,Vehicle Purchase,501947,36,24.18,19740,2.985,Rejected
Person 8435,49,CEO,41661570,656,Bajaj Finserv,Travel/Vacation,1342400,24,23.97,70954,0.02,Rejected
Person 8436,43,Doctor,306074,485,Bajaj Finserv,Debt Consolidation,0,48,31.33,0,0.0,Rejected
Person 8437,37,High School Teacher,442132,489,HDFC Bank,Home Renovation,0,36,35.0,0,0.0,Rejected
Person 8438,30,Software Engineer,979228,647,HDFC Bank,Debt Consolidation,345714,48,21.36,10772,0.132,Rejected
Person 8439,33,Construction Worker,553075,624,State Bank of India,Education (Tuition/Fees),652865,60,16.49,16047,0.348,Rejected
Person 8440,32,High School Teacher,598591,545,State Bank of India,Medical Emergency,0,12,35.0,0,0.0,Rejected
Person 8441,26,Retail Manager,1782675,625,ICICI Bank,Medical Emergency,533212,12,23.27,50232,0.338,Rejected
Person 8442,44,Doctor,1642943,501,State Bank of India,Debt Consolidation,0,48,29.33,0,0.0,Rejected
Person 8443,48,Construction Worker,521876,828,Axis Bank,Education (Tuition/Fees),436985,48,3.73,9814,0.226,Pass
Person 8444,40,High School Teacher,556878,691,Axis Bank,Medical Emergency,1191392,36,18.32,43263,0.932,Rejected
Person 8445,25,Software Engineer,2285831,643,Bajaj Finserv,Debt Consolidation,919020,72,17.17,20532,0.108,Rejected
Person 8446,37,Construction Worker,378655,605,Axis Bank,Education (Tuition/Fees),731972,72,27.46,20836,0.66,Rejected
Person 8447,26,Freelance Designer,652286,556,Axis Bank,Home Renovation,0,36,35.0,0,0.0,Rejected
Person 8448,20,University Student,50327,508,Axis Bank,Vehicle Purchase,0,36,22.51,0,0.0,Rejected
Person 8449,44,Software Engineer,2974280,592,ICICI Bank,Debt Consolidation,464375,48,26.77,15859,0.064,Rejected
Person 8450,24,University Student,77121,539,Bajaj Finserv,Wedding Expenses,0,24,30.76,0,0.0,Rejected
Person 8451,34,Construction Worker,549072,543,HDFC Bank,Education (Tuition/Fees),0,48,27.09,0,0.0,Rejected
Person 8452,40,Software Engineer,1775789,500,Bajaj Finserv,Debt Consolidation,0,48,34.06,0,0.0,Rejected
Person 8453,44,Construction Worker,414866,617,Bajaj Finserv,Education (Tuition/Fees),999209,84,19.37,21811,0.631,Rejected
Person 8454,35,High School Teacher,525628,573,Bajaj Finserv,Medical Emergency,0,12,22.24,0,0.0,Rejected
Person 8455,22,University Student,9551,637,State Bank of India,Consumer Durable/Tech,728639,24,24.83,38826,48.782,Rejected
Person 8456,26,Software Engineer,3879058,631,HDFC Bank,Debt Consolidation,1082461,72,17.01,24087,0.075,Rejected
Person 8457,43,Construction Worker,366291,616,State Bank of India,Education (Tuition/Fees),601778,60,14.64,14203,0.465,Rejected
Person 8458,48,Retail Manager,1001536,786,ICICI Bank,Medical Emergency,839552,24,8.45,38143,0.457,Rejected
Person 8459,50,CEO,36257567,657,ICICI Bank,Travel/Vacation,983982,24,24.04,52044,0.017,Rejected
Person 8460,47,Retail Manager,1232715,511,Kotak Mahindra Bank,Medical Emergency,0,12,16.95,0,0.0,Rejected
Person 8461,50,CEO,47755759,632,Kotak Mahindra Bank,Travel/Vacation,715844,18,19.3,46120,0.012,Rejected
Person 8462,23,University Student,127895,596,ICICI Bank,Consumer Durable/Tech,409595,12,22.03,38342,3.597,Rejected
Person 8463,46,Retail Manager,2129097,506,ICICI Bank,Medical Emergency,0,12,31.54,0,0.0,Rejected
Person 8464,20,University Student,99631,500,State Bank of India,Vehicle Purchase,0,36,32.23,0,0.0,Rejected
Person 8465,52,CEO,40578373,631,ICICI Bank,Travel/Vacation,599255,18,23.24,39749,0.012,Rejected
Person 8466,29,Retail Manager,1532350,648,HDFC Bank,Medical Emergency,466988,12,19.81,43217,0.338,Rejected
Person 8467,25,High School Teacher,454307,526,State Bank of India,Medical Emergency,0,12,28.84,0,0.0,Rejected
Person 8468,42,Freelance Designer,788687,667,ICICI Bank,Home Renovation,488522,36,16.52,17301,0.263,Rejected
Person 8469,28,Retail Manager,1631829,619,State Bank of India,Medical Emergency,626015,24,13.13,29800,0.219,Rejected
Person 8470,30,Software Engineer,420750,683,State Bank of India,Debt Consolidation,323910,48,17.81,9483,0.27,Rejected
Person 8471,50,Doctor,3232514,676,Axis Bank,Debt Consolidation,442842,48,13.72,12039,0.045,Rejected
Person 8472,29,Retail Manager,1903529,588,Kotak Mahindra Bank,Medical Emergency,943527,36,19.89,35012,0.221,Rejected
Person 8473,43,High School Teacher,663904,714,State Bank of India,Medical Emergency,1065613,36,13.05,35930,0.649,Rejected
Person 8474,44,Software Engineer,2355058,521,Bajaj Finserv,Debt Consolidation,0,48,29.57,0,0.0,Rejected
Person 8475,19,University Student,0,767,State Bank of India,Vehicle Purchase,700528,48,3.49,15658,15657.889,Rejected
Person 8476,73,Retired (Pension),84297,538,Bajaj Finserv,Wedding Expenses,0,24,34.49,0,0.0,Rejected
Person 8477,42,Software Engineer,2733222,596,Axis Bank,Debt Consolidation,686202,60,18.49,17608,0.077,Rejected
Person 8478,46,Construction Worker,338659,560,ICICI Bank,Education (Tuition/Fees),0,48,15.03,0,0.0,Rejected
Person 8479,37,Construction Worker,369753,573,State Bank of India,Education (Tuition/Fees),0,48,19.44,0,0.0,Rejected
Person 8480,53,CEO,45896485,804,Axis Bank,Travel/Vacation,1180310,24,6.09,52360,0.014,Pass
Person 8481,39,Software Engineer,2513075,567,HDFC Bank,Debt Consolidation,0,48,20.81,0,0.0,Rejected
Person 8482,39,Doctor,3731300,659,Axis Bank,Debt Consolidation,431038,48,27.19,14823,0.048,Rejected
Person 8483,22,University Student,0,583,Kotak Mahindra Bank,Consumer Durable/Tech,520688,12,24.65,49400,49399.982,Rejected
Person 8484,23,University Student,0,665,Kotak Mahindra Bank,Consumer Durable/Tech,422118,12,17.86,38672,38671.656,Rejected
Person 8485,75,Retired (Pension),283672,561,ICICI Bank,Wedding Expenses,0,24,28.9,0,0.0,Rejected
Person 8486,21,University Student,83898,617,Bajaj Finserv,Wedding Expenses,400855,24,24.88,21370,3.057,Rejected
Person 8487,44,Software Engineer,1636515,644,ICICI Bank,Debt Consolidation,491495,48,20.68,15135,0.111,Rejected
Person 8488,34,Freelance Designer,245007,549,Bajaj Finserv,Home Renovation,0,36,23.3,0,0.0,Rejected
Person 8489,51,Doctor,2138051,793,Bajaj Finserv,Debt Consolidation,668092,60,9.83,14139,0.079,Pass
Person 8490,29,Software Engineer,1567646,647,Bajaj Finserv,Debt Consolidation,647639,60,28.36,20306,0.155,Rejected
Person 8491,23,University Student,0,584,Bajaj Finserv,Vehicle Purchase,1142288,60,32.8,38945,38945.292,Rejected
Person 8492,31,Software Engineer,2155316,551,Kotak Mahindra Bank,Debt Consolidation,0,48,33.51,0,0.0,Rejected
Person 8493,33,High School Teacher,930723,606,Kotak Mahindra Bank,Home Renovation,613851,48,18.36,18148,0.234,Rejected
Person 8494,22,University Student,33448,514,State Bank of India,Consumer Durable/Tech,0,12,24.19,0,0.0,Rejected
Person 8495,40,Software Engineer,2452603,724,Kotak Mahindra Bank,Debt Consolidation,600246,60,16.1,14629,0.072,Pass
Person 8496,50,CEO,40337592,630,ICICI Bank,Travel/Vacation,483026,12,16.18,43867,0.013,Rejected
Person 8497,60,CEO,50303739,593,Kotak Mahindra Bank,Travel/Vacation,537266,12,15.35,48581,0.012,Rejected
Person 8498,27,Freelance Designer,1143080,673,ICICI Bank,Home Renovation,408063,36,12.54,13659,0.143,Pass
Person 8499,38,Software Engineer,2281978,549,HDFC Bank,Debt Consolidation,0,48,20.38,0,0.0,Rejected
Person 8500,42,Retail Manager,1878529,519,Kotak Mahindra Bank,Medical Emergency,0,12,33.61,0,0.0,Rejected
Person 8501,25,High School Teacher,627977,590,ICICI Bank,Medical Emergency,581956,24,21.42,30024,0.574,Rejected
Person 8502,46,Retail Manager,1711519,608,Bajaj Finserv,Medical Emergency,436895,12,19.8,40430,0.283,Rejected
Person 8503,30,Retail Manager,1516532,637,Axis Bank,Medical Emergency,657550,24,12.0,30953,0.245,Rejected
Person 8504,57,CEO,48776704,496,Bajaj Finserv,Travel/Vacation,0,12,31.94,0,0.0,Rejected
Person 8505,43,Software Engineer,2632046,568,State Bank of India,Debt Consolidation,0,48,33.86,0,0.0,Rejected
Person 8506,76,Retired (Pension),222087,384,ICICI Bank,Wedding Expenses,0,24,30.65,0,0.0,Rejected
Person 8507,35,Software Engineer,984904,517,Bajaj Finserv,Debt Consolidation,0,48,8.65,0,0.0,Rejected
Person 8508,49,Freelance Designer,349666,650,Kotak Mahindra Bank,Home Renovation,606643,48,23.38,19570,0.672,Rejected
Person 8509,21,University Student,72735,667,Kotak Mahindra Bank,Consumer Durable/Tech,573036,12,18.85,52768,8.706,Rejected
Person 8510,29,Retail Manager,1474932,520,HDFC Bank,Medical Emergency,0,12,32.47,0,0.0,Rejected
Person 8511,29,Software Engineer,1617783,577,Axis Bank,Debt Consolidation,0,48,31.19,0,0.0,Rejected
Person 8512,31,Construction Worker,361182,601,ICICI Bank,Education (Tuition/Fees),490775,48,13.42,13269,0.441,Rejected
Person 8513,66,Retired (Pension),261351,675,Bajaj Finserv,Wedding Expenses,826487,36,13.18,27919,1.282,Rejected
Person 8514,31,Construction Worker,417041,707,Axis Bank,Education (Tuition/Fees),627276,60,13.8,14531,0.418,Pass
Person 8515,25,Retail Manager,1943159,610,HDFC Bank,Medical Emergency,635295,24,17.02,31417,0.194,Rejected
Person 8516,30,Retail Manager,1821427,581,State Bank of India,Medical Emergency,583758,24,22.32,30377,0.2,Rejected
Person 8517,58,CEO,38755179,498,Axis Bank,Travel/Vacation,0,12,30.5,0,0.0,Rejected
Person 8518,19,University Student,46691,607,HDFC Bank,Consumer Durable/Tech,471313,12,19.95,43649,11.218,Rejected
Person 8519,33,High School Teacher,799223,745,ICICI Bank,Home Renovation,419866,36,8.56,13266,0.199,Pass
Person 8520,22,University Student,62944,690,State Bank of India,Vehicle Purchase,737288,48,15.89,20853,3.976,Rejected
Person 8521,25,High School Teacher,321955,612,Kotak Mahindra Bank,Home Renovation,784681,48,7.75,19064,0.711,Rejected
Person 8522,34,High School Teacher,631552,621,HDFC Bank,Medical Emergency,446355,12,16.28,40557,0.771,Rejected
Person 8523,34,Software Engineer,1047987,551,Kotak Mahindra Bank,Debt Consolidation,0,48,35.0,0,0.0,Rejected
Person 8524,44,High School Teacher,380526,575,State Bank of India,Medical Emergency,0,12,27.07,0,0.0,Rejected
Person 8525,46,Freelance Designer,765032,610,HDFC Bank,Home Renovation,507533,36,16.86,18060,0.283,Rejected
Person 8526,27,Software Engineer,1491109,610,HDFC Bank,Debt Consolidation,1117690,72,26.22,30950,0.249,Rejected
Person 8527,30,High School Teacher,304615,670,State Bank of India,Medical Emergency,664217,24,11.05,30973,1.22,Rejected
Person 8528,22,University Student,0,667,ICICI Bank,Wedding Expenses,724674,36,27.56,29803,29803.117,Rejected
Person 8529,47,Construction Worker,416057,636,HDFC Bank,Education (Tuition/Fees),664037,60,13.25,15194,0.438,Rejected
Person 8530,27,Construction Worker,400304,530,State Bank of India,Education (Tuition/Fees),0,48,35.0,0,0.0,Rejected
Person 8531,22,University Student,79742,532,Axis Bank,Consumer Durable/Tech,0,12,22.19,0,0.0,Rejected
Person 8532,26,Software Engineer,2612176,537,Kotak Mahindra Bank,Debt Consolidation,0,48,35.0,0,0.0,Rejected
Person 8533,47,Freelance Designer,370809,616,HDFC Bank,Home Renovation,501497,36,22.41,19259,0.623,Rejected
Person 8534,19,University Student,19339,458,Axis Bank,Wedding Expenses,0,24,30.12,0,0.0,Rejected
Person 8535,39,Freelance Designer,523339,599,HDFC Bank,Home Renovation,493838,36,23.32,19199,0.44,Rejected
Person 8536,44,Retail Manager,1497079,698,ICICI Bank,Medical Emergency,1049124,36,13.67,35689,0.286,Rejected
Person 8537,26,Software Engineer,1886387,646,State Bank of India,Debt Consolidation,522039,48,25.1,17338,0.11,Rejected
Person 8538,21,University Student,33769,575,HDFC Bank,Consumer Durable/Tech,0,12,25.13,0,0.0,Rejected
Person 8539,29,High School Teacher,452125,551,State Bank of India,Home Renovation,0,36,33.11,0,0.0,Rejected
Person 8540,21,University Student,61886,656,Bajaj Finserv,Vehicle Purchase,978216,60,25.05,28741,5.573,Rejected
Person 8541,28,Freelance Designer,448821,621,HDFC Bank,Home Renovation,846399,48,17.71,24735,0.661,Rejected
Person 8542,45,Construction Worker,443693,582,ICICI Bank,Education (Tuition/Fees),525463,60,14.7,12418,0.336,Rejected
Person 8543,21,University Student,55153,558,ICICI Bank,Vehicle Purchase,0,36,35.0,0,0.0,Rejected
Person 8544,22,Construction Worker,519064,605,Axis Bank,Education (Tuition/Fees),565107,60,19.83,14918,0.345,Rejected
Person 8545,22,Retail Manager,2032844,578,ICICI Bank,Medical Emergency,0,12,20.69,0,0.0,Rejected
Person 8546,38,Freelance Designer,517637,654,State Bank of India,Home Renovation,589164,48,20.77,18171,0.421,Rejected
Person 8547,20,University Student,51199,686,Bajaj Finserv,Vehicle Purchase,294447,36,10.16,9523,2.232,Rejected
Person 8548,22,Retail Manager,1548386,504,ICICI Bank,Medical Emergency,0,12,27.59,0,0.0,Rejected
Person 8549,42,Retail Manager,1259335,514,HDFC Bank,Medical Emergency,0,12,25.6,0,0.0,Rejected
Person 8550,44,Software Engineer,3885487,694,ICICI Bank,Debt Consolidation,626646,60,14.97,14898,0.046,Rejected
Person 8551,22,University Student,12468,611,Bajaj Finserv,Consumer Durable/Tech,621690,24,13.94,29832,28.712,Rejected
Person 8552,33,Software Engineer,1954725,520,State Bank of India,Debt Consolidation,0,48,34.95,0,0.0,Rejected
Person 8553,36,Construction Worker,494955,668,HDFC Bank,Education (Tuition/Fees),932805,84,18.19,19710,0.478,Pass
Person 8554,27,High School Teacher,838379,623,Axis Bank,Medical Emergency,582767,24,20.84,29900,0.428,Rejected
Person 8555,38,High School Teacher,790003,754,Axis Bank,Medical Emergency,358057,12,4.85,30628,0.465,Rejected
Person 8556,44,Construction Worker,251510,583,Axis Bank,Education (Tuition/Fees),1026780,84,16.7,20805,0.993,Rejected
Person 8557,35,Software Engineer,1847753,677,HDFC Bank,Debt Consolidation,415091,48,15.28,11611,0.075,Rejected
Person 8558,45,Freelance Designer,538263,498,Axis Bank,Home Renovation,0,36,29.35,0,0.0,Rejected
Person 8559,23,University Student,35022,697,ICICI Bank,Wedding Expenses,297871,24,15.99,14583,4.997,Rejected
Person 8560,21,University Student,50109,666,HDFC Bank,Vehicle Purchase,815675,48,22.61,25970,6.219,Rejected
Person 8561,37,Software Engineer,1884946,712,HDFC Bank,Debt Consolidation,490234,48,14.37,13488,0.086,Rejected
Person 8562,19,University Student,0,677,HDFC Bank,Consumer Durable/Tech,672416,24,8.23,30482,30482.139,Rejected
Person 8563,34,Construction Worker,144607,593,Kotak Mahindra Bank,Education (Tuition/Fees),368960,48,20.53,11332,0.94,Rejected
Person 8564,18,University Student,26873,518,State Bank of India,Consumer Durable/Tech,0,12,35.0,0,0.0,Rejected
Person 8565,34,High School Teacher,648600,557,Kotak Mahindra Bank,Home Renovation,0,36,17.88,0,0.0,Rejected
Person 8566,24,Freelance Designer,535519,476,Kotak Mahindra Bank,Home Renovation,0,36,30.77,0,0.0,Rejected
Person 8567,21,University Student,69383,535,Kotak Mahindra Bank,Consumer Durable/Tech,0,12,28.82,0,0.0,Rejected
Person 8568,21,University Student,0,629,State Bank of India,Consumer Durable/Tech,721701,24,26.66,39122,39121.976,Rejected
Person 8569,40,High School Teacher,293459,596,Kotak Mahindra Bank,Medical Emergency,579523,24,22.56,30225,1.236,Rejected
Person 8570,29,Retail Manager,1296411,584,Axis Bank,Medical Emergency,452933,12,17.39,41394,0.383,Rejected
Person 8571,37,Retail Manager,1208503,544,HDFC Bank,Medical Emergency,0,12,29.16,0,0.0,Rejected
Person 8572,48,Retail Manager,1491035,475,HDFC Bank,Medical Emergency,0,12,27.76,0,0.0,Rejected
Person 8573,38,Retail Manager,2093489,612,ICICI Bank,Medical Emergency,463474,12,24.51,43940,0.252,Rejected
Person 8574,40,Retail Manager,1277961,626,Bajaj Finserv,Medical Emergency,396710,12,16.79,36142,0.339,Rejected
Person 8575,23,University Student,107829,530,Axis Bank,Vehicle Purchase,0,36,18.39,0,0.0,Rejected
Person 8576,39,Software Engineer,1289753,562,State Bank of India,Debt Consolidation,0,48,26.2,0,0.0,Rejected
Person 8577,37,Construction Worker,493431,707,Bajaj Finserv,Education (Tuition/Fees),519787,60,14.2,12148,0.295,Pass
Person 8578,39,Software Engineer,1753730,681,HDFC Bank,Debt Consolidation,816396,60,16.22,19949,0.137,Rejected
Person 8579,46,Retail Manager,1675390,496,Kotak Mahindra Bank,Medical Emergency,0,12,25.4,0,0.0,Rejected
Person 8580,26,Software Engineer,2702230,594,ICICI Bank,Debt Consolidation,273634,48,21.77,8587,0.038,Rejected
Person 8581,32,Retail Manager,1337324,701,ICICI Bank,Medical Emergency,659082,24,11.35,30826,0.277,Pass
Person 8582,18,University Student,113480,584,HDFC Bank,Wedding Expenses,1113636,48,17.27,32290,3.414,Rejected
Person 8583,24,University Student,0,581,Axis Bank,Consumer Durable/Tech,423380,12,15.47,38308,38307.524,Rejected
Person 8584,48,Doctor,2000844,676,Bajaj Finserv,Debt Consolidation,676020,60,11.31,14803,0.089,Rejected
Person 8585,28,High School Teacher,560743,669,ICICI Bank,Home Renovation,744586,48,29.31,26512,0.567,Rejected
Person 8586,35,High School Teacher,660340,665,HDFC Bank,Home Renovation,560692,36,22.94,21687,0.394,Rejected
Person 8587,22,University Student,117880,581,Axis Bank,Vehicle Purchase,914875,60,15.86,22180,2.258,Rejected
Person 8588,20,University Student,42820,646,HDFC Bank,Wedding Expenses,525553,24,16.98,25979,7.281,Rejected
Person 8589,34,Freelance Designer,950000,704,HDFC Bank,Home Renovation,474647,36,11.82,15724,0.199,Pass
Person 8590,31,Construction Worker,263312,596,Axis Bank,Education (Tuition/Fees),858743,72,13.79,17599,0.802,Rejected
Person 8591,20,University Student,70925,571,Axis Bank,Vehicle Purchase,0,36,27.57,0,0.0,Rejected
Person 8592,42,Software Engineer,1891176,686,Axis Bank,Debt Consolidation,458339,48,15.92,12971,0.082,Rejected
Person 8593,26,High School Teacher,635107,743,HDFC Bank,Medical Emergency,504740,12,5.9,43418,0.82,Rejected
